task_id,valid_pair,b0_pass,b1_pass,outcome,b0_input_tokens,b0_output_tokens,b0_cost,b0_runtime,b1_input_tokens,b1_output_tokens,b1_cost,b1_runtime,b1_route_counts,b1_successful_repairs_by_route,b1_failed_repairs_by_route
Prob051_gates4,True,True,True,both_pass,6074,2606,0.004472,0:00:17.154966,6203,2935,0.004909,0:00:20.017173,{},{},{}
Prob052_gates100,True,True,True,both_pass,6815,3321,0.005514,0:00:21.241858,6827,3096,0.005235,0:00:20.091208,{},{},{}
Prob053_m2014_q4d,True,True,True,both_pass,8983,4296,0.007167,0:00:29.013454,32434,4795,0.012481,0:00:29.053574,"{""syntax"": 1}",{},{}
Prob054_edgedetect,True,True,True,both_pass,26839,6284,0.013223,0:00:34.535028,22011,5146,0.010835,0:00:31.982576,"{""logic"": 1}",{},{}
Prob055_conditional,True,True,True,both_pass,5614,2587,0.004357,0:00:22.037439,5599,2475,0.004214,0:00:18.239683,{},{},{}
Prob056_ece241_2013_q7,True,True,True,both_pass,5717,3017,0.004915,0:00:20.261844,5672,2773,0.004601,0:00:18.559857,{},{},{}
Prob057_kmap2,True,True,True,both_pass,22412,6916,0.013127,0:00:33.400031,19966,6614,0.012261,0:00:33.703462,"{""ambiguous_runnable"": 1}",{},{}
Prob058_alwaysblock2,True,True,True,both_pass,6944,3761,0.006090,0:00:25.179877,42204,6671,0.016780,0:00:45.220249,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob059_wire4,True,True,True,both_pass,6146,2625,0.004510,0:00:17.152401,6176,2705,0.004616,0:00:18.473429,{},{},{}
Prob060_m2014_q4k,True,True,True,both_pass,9430,4394,0.007379,0:00:31.867001,5173,2514,0.004177,0:00:16.448247,{},{},{}
Prob061_2014_q4a,True,True,True,both_pass,5659,3149,0.005068,0:00:22.609300,5376,2618,0.004348,0:00:19.965486,{},{},{}
Prob062_bugs_mux2,True,True,True,both_pass,27572,4686,0.011372,0:00:32.032527,34553,5567,0.013869,0:00:36.458707,"{""interface"": 2, ""logic"": 2}","{""logic"": 1}","{""interface"": 1, ""logic"": 1}"
Prob063_review2015_shiftcount,True,True,True,both_pass,36975,7489,0.016756,0:00:42.972292,24771,6150,0.012642,0:00:35.685399,"{""logic"": 1}",{},{}
Prob064_vector3,True,True,True,both_pass,7376,3865,0.006306,0:00:26.129293,7530,3899,0.006380,0:00:25.448889,{},{},{}
Prob065_7420,True,True,True,both_pass,6532,3103,0.005185,0:00:19.920099,6665,3309,0.005469,0:00:21.216903,{},{},{}
Prob066_edgecapture,True,True,False,mage_only_pass,30331,6113,0.013707,0:00:33.556493,37803,6457,0.015632,0:00:36.833669,"{""syntax"": 3}",{},"{""syntax"": 2}"
Prob067_countslow,True,True,True,both_pass,6423,3369,0.005496,0:00:21.811060,6596,3692,0.005934,0:00:27.827889,{},{},{}
Prob068_countbcd,True,True,True,both_pass,46583,14743,0.027745,0:01:12.468395,56434,13800,0.028537,0:01:13.458006,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob069_truthtable1,True,True,True,both_pass,5399,2326,0.003987,0:00:15.745685,5517,2707,0.004487,0:00:17.423639,{},{},{}
Prob070_ece241_2013_q2,True,False,False,both_fail,40793,11236,0.022204,0:00:58.627910,40344,13518,0.024966,0:01:02.819568,"{""logic"": 4}",{},"{""logic"": 3}"
Prob071_always_casez,True,True,True,both_pass,5226,2431,0.004084,0:00:17.453002,5243,2401,0.004050,0:00:16.596138,{},{},{}
Prob072_thermostat,True,True,True,both_pass,7928,3994,0.006578,0:00:25.608693,7640,3613,0.006044,0:00:23.962792,{},{},{}
Prob073_dff16e,True,True,True,both_pass,12184,6026,0.009969,0:00:40.469395,42284,7213,0.017473,0:00:44.571277,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob074_ece241_2014_q4,True,True,True,both_pass,5652,3227,0.005164,0:00:21.305172,39307,8054,0.017929,0:00:46.719896,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob075_counter_2bc,True,True,True,both_pass,6887,3913,0.006269,0:00:27.219505,6820,3937,0.006285,0:00:27.889789,{},{},{}
Prob076_always_case,True,True,True,both_pass,5989,3014,0.004965,0:00:22.273529,5996,3062,0.005027,0:00:21.061782,{},{},{}
Prob077_wire_decl,True,True,True,both_pass,5890,2494,0.004295,0:00:18.470254,5853,2557,0.004367,0:00:17.499869,{},{},{}
Prob078_dualedge,True,True,True,both_pass,21571,5366,0.011022,0:00:30.667665,5447,2885,0.004696,0:00:18.432566,{},{},{}
Prob079_fsm3onehot,True,True,True,both_pass,43091,8987,0.019852,0:00:50.633768,41105,10038,0.020769,0:00:54.748834,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob080_timer,True,True,True,both_pass,12039,5638,0.009455,0:00:41.904064,6547,3235,0.005353,0:00:22.452483,{},{},{}
Prob081_7458,True,True,True,both_pass,6986,3259,0.005471,0:00:22.932430,7026,3361,0.005606,0:00:21.248251,{},{},{}
Prob082_lfsr32,True,True,True,both_pass,10161,5483,0.008886,0:00:39.942474,5459,3022,0.004869,0:00:23.278877,{},{},{}
Prob083_mt2015_q4b,True,True,True,both_pass,5570,2021,0.003640,0:00:12.892534,5662,2383,0.004111,0:00:15.756040,{},{},{}
Prob084_ece241_2013_q12,True,True,True,both_pass,28951,7790,0.015528,0:00:41.180190,24747,7608,0.014459,0:00:34.683831,"{""ambiguous_runnable"": 1}",{},{}
Prob085_shift4,True,True,True,both_pass,17536,5902,0.010885,0:00:39.085052,6711,3632,0.005882,0:00:22.937056,{},{},{}
Prob086_lfsr5,True,True,True,both_pass,6164,3980,0.006208,0:00:26.396461,25049,7956,0.014955,0:00:40.281199,"{""logic"": 1}",{},{}
Prob087_gates,True,True,True,both_pass,8391,4236,0.006973,0:00:27.942381,8360,4029,0.006708,0:00:27.278459,{},{},{}
Prob088_ece241_2014_q5b,True,True,True,both_pass,28658,7797,0.015478,0:00:38.517449,6286,3596,0.005752,0:00:23.067624,{},{},{}
Prob089_ece241_2014_q5a,True,True,False,mage_only_pass,27374,8098,0.015597,0:00:40.757834,37894,8724,0.018484,0:00:45.359331,"{""logic"": 4}",{},"{""logic"": 3}"
Prob090_circuit1,True,True,True,both_pass,5580,2064,0.003696,0:00:15.110584,5548,2037,0.003656,0:00:14.919683,{},{},{}
Prob091_2012_q2b,True,True,True,both_pass,12337,5979,0.009941,0:00:39.490945,6644,3681,0.005930,0:00:24.728922,{},{},{}
Prob092_gatesv100,True,True,True,both_pass,6694,3392,0.005579,0:00:24.301413,6461,3277,0.005388,0:00:24.101919,{},{},{}
Prob093_ece241_2014_q3,False,False,False,both_fail,36669,10767,0.020793,0:00:48.666284,45385,17986,0.031560,0:01:23.879435,"{""logic"": 1}",{},{}
Prob094_gatesv,True,True,True,both_pass,7059,3668,0.005997,0:00:25.553914,6917,3577,0.005855,0:00:22.921439,{},{},{}
Prob095_review2015_fsmshift,True,True,True,both_pass,9792,4941,0.008135,0:00:34.684612,39211,6123,0.015496,0:00:36.245214,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob096_review2015_fsmseq,True,True,True,both_pass,27167,8093,0.015550,0:00:38.792215,6131,3801,0.005977,0:00:25.654213,{},{},{}
Prob097_mux9to1v,True,True,True,both_pass,6340,3147,0.005202,0:00:20.651666,6352,3414,0.005538,0:00:33.729018,{},{},{}
Prob098_circuit7,True,True,False,mage_only_pass,5781,2588,0.004391,0:00:17.352785,35064,5814,0.014280,0:00:36.230753,"{""ambiguous_runnable"": 4}",{},"{""ambiguous_runnable"": 3}"
Prob099_m2014_q6c,False,False,False,both_fail,18824,8835,0.014809,0:01:00.466133,38904,10507,0.020915,0:00:54.236407,"{""interface"": 4}",{},"{""interface"": 3}"
Prob100_fsm3comb,False,True,True,both_pass,18156,7459,0.012955,0:00:55.845922,50089,8081,0.020119,0:00:45.585583,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob101_circuit4,True,True,True,both_pass,5926,2827,0.004719,0:00:20.312324,22464,7416,0.013763,0:00:47.358645,"{""logic"": 1}",{},{}
Prob102_circuit3,True,True,True,both_pass,12100,6464,0.010500,0:00:44.039347,22284,11071,0.018296,0:00:44.989970,"{""logic"": 1}",{},{}
Prob103_circuit2,True,True,True,both_pass,30289,7915,0.015952,0:00:45.346671,5973,4091,0.006308,0:00:28.282941,{},{},{}
Prob104_mt2015_muxdff,True,True,True,both_pass,5659,3293,0.005248,0:00:21.747074,34982,7338,0.016169,0:00:38.048362,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob105_rotate100,True,True,True,both_pass,11011,5267,0.008786,0:00:35.481393,5390,2441,0.004129,0:00:18.007777,{},{},{}
Prob106_always_nolatches,True,True,True,both_pass,6706,3273,0.005432,0:00:24.641630,6646,3197,0.005325,0:00:23.966009,{},{},{}
Prob107_fsm1s,True,True,True,both_pass,5960,3205,0.005198,0:00:23.169868,5978,3317,0.005342,0:00:23.196145,{},{},{}
Prob108_rule90,True,True,True,both_pass,6447,3225,0.005321,0:00:25.023090,38155,7218,0.016654,0:00:56.845611,"{""ambiguous_runnable"": 4}",{},"{""ambiguous_runnable"": 3}"
Prob109_fsm1,True,True,True,both_pass,6059,3440,0.005512,0:00:23.968685,5958,3402,0.005444,0:00:21.852242,{},{},{}
Prob110_fsm2,True,True,True,both_pass,11608,5350,0.009009,0:00:44.696241,6191,3374,0.005456,0:00:31.597640,{},{},{}
Prob111_fsm2s,True,True,True,both_pass,39702,6962,0.016643,0:00:40.593141,37034,8278,0.017754,0:00:51.081619,"{""ambiguous_runnable"": 2}",{},"{""ambiguous_runnable"": 1}"
Prob112_always_case2,True,True,True,both_pass,26890,6922,0.014031,0:00:45.334116,20056,4592,0.009751,0:00:26.301850,"{""logic"": 1}",{},{}
Prob113_2012_q1g,True,False,True,routed_only_pass,32369,7661,0.016050,0:00:41.325553,27105,9212,0.016936,0:00:53.067268,"{""logic"": 3}","{""logic"": 1}","{""logic"": 1}"
Prob114_bugs_case,True,True,True,both_pass,6242,3096,0.005118,0:00:21.330912,6226,3087,0.005104,0:00:20.942573,{},{},{}
Prob115_shift18,True,True,True,both_pass,12571,6202,0.010267,0:00:40.913656,6664,3694,0.005950,0:00:24.650110,{},{},{}
Prob116_m2014_q3,True,False,False,both_fail,42475,11850,0.023308,0:01:01.106040,31994,7993,0.016390,0:00:37.675259,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob117_circuit9,True,True,True,both_pass,29707,7232,0.014981,0:00:38.829937,27150,6274,0.013273,0:00:36.816523,"{""logic"": 2}","{""logic"": 1}",{}
Prob118_history_shift,True,True,True,both_pass,14451,7340,0.012065,0:00:52.232192,44983,8479,0.019595,0:00:49.437374,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob119_fsm3,True,True,True,both_pass,6305,3663,0.005840,0:00:25.738256,6360,3690,0.005885,0:00:27.088603,{},{},{}
Prob120_fsm3s,True,True,True,both_pass,39302,7653,0.017427,0:00:42.166902,36428,7390,0.016523,0:00:39.203869,"{""syntax"": 3}",{},"{""syntax"": 2}"
Prob121_2014_q3bfsm,True,True,True,both_pass,24513,7189,0.013889,0:00:35.858826,20834,7141,0.013093,0:00:58.637093,"{""ambiguous_runnable"": 1}",{},{}
Prob122_kmap4,True,True,True,both_pass,22412,4712,0.010372,0:00:26.832894,5241,2429,0.004084,0:00:17.159772,{},{},{}
Prob123_bugs_addsubz,True,True,True,both_pass,6403,2905,0.004912,0:00:23.380024,6459,3084,0.005147,0:00:22.580632,{},{},{}
Prob124_rule110,True,True,True,both_pass,43949,10439,0.021839,0:00:58.440271,25697,8268,0.015474,0:00:52.167854,"{""logic"": 1}",{},{}
Prob125_kmap3,True,True,False,mage_only_pass,34730,11275,0.021040,0:01:03.658440,34181,10772,0.020301,0:01:06.515694,"{""logic"": 4}",{},"{""logic"": 3}"
Prob126_circuit6,True,True,True,both_pass,5458,2516,0.004237,0:00:17.248669,20844,4645,0.009975,0:00:24.568220,"{""ambiguous_runnable"": 1}",{},{}
Prob127_lemmings1,True,True,True,both_pass,33185,8259,0.016961,0:00:48.911236,41336,8108,0.018402,0:00:52.526941,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob128_fsm_ps2,True,True,True,both_pass,38307,9683,0.019765,0:00:52.929940,5426,3311,0.005224,0:00:23.315993,{},{},{}
Prob129_ece241_2013_q8,True,True,True,both_pass,6453,3660,0.005866,0:00:23.375809,6432,3864,0.006116,0:00:25.462037,{},{},{}
Prob130_circuit5,True,False,True,routed_only_pass,38720,5926,0.015152,0:00:34.788629,37546,7489,0.016870,0:00:39.039619,"{""logic"": 2}","{""logic"": 1}",{}
Prob131_mt2015_q4,False,False,True,routed_only_pass,15700,6551,0.011329,0:00:45.406486,5493,2182,0.003826,0:00:15.485872,{},{},{}
Prob132_always_if2,True,True,True,both_pass,6188,2971,0.004951,0:00:19.988045,6207,2968,0.004951,0:00:20.032331,{},{},{}
Prob133_2014_q3fsm,True,False,False,both_fail,52977,15208,0.029605,0:01:23.132963,41214,13680,0.025343,0:01:06.002228,"{""logic"": 4}",{},"{""logic"": 3}"
Prob134_2014_q3c,True,True,True,both_pass,11224,5334,0.008912,0:00:36.742348,36762,9924,0.019757,0:00:48.558737,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob135_m2014_q6b,True,True,True,both_pass,5563,3222,0.005140,0:00:19.466797,21546,8280,0.014659,0:00:37.347825,"{""logic"": 1}",{},{}
Prob136_m2014_q6,True,True,True,both_pass,28317,8977,0.016885,0:00:45.046545,20859,7294,0.013289,0:00:32.889989,"{""logic"": 1}",{},{}
Prob137_fsm_serial,True,True,True,both_pass,25658,9469,0.016968,0:00:39.282570,22652,9978,0.017003,0:00:43.043084,"{""logic"": 1}",{},{}
Prob138_2012_q2fsm,False,True,True,both_pass,17575,7410,0.012778,0:00:47.935285,5410,3002,0.004835,0:00:19.923675,{},{},{}
Prob139_2013_q2bfsm,True,True,False,mage_only_pass,32864,14685,0.024929,0:01:04.683078,50947,16887,0.031298,0:01:17.691945,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob140_fsm_hdlc,True,True,False,mage_only_pass,37445,15793,0.027230,0:01:17.910247,51522,15621,0.029831,0:01:13.696806,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob141_count_clock,False,False,False,both_fail,23679,12287,0.020095,0:01:20.185738,23688,12299,0.020111,0:01:19.791991,{},{},{}
Prob142_lemmings2,True,True,True,both_pass,40738,15458,0.027470,0:01:20.574848,38815,11782,0.022491,0:00:57.081219,"{""logic"": 1}",{},{}
Prob143_fsm_onehot,False,True,True,both_pass,29615,11236,0.019968,0:01:17.861714,54085,16540,0.031492,0:01:25.410770,"{""ambiguous_runnable"": 4}",{},"{""ambiguous_runnable"": 3}"
Prob144_conwaylife,True,True,True,both_pass,14979,7470,0.012333,0:00:49.573308,7508,4450,0.007064,0:00:30.726563,{},{},{}
Prob145_circuit8,True,False,False,both_fail,49641,9195,0.021422,0:00:54.292065,41383,6893,0.016893,0:00:38.444144,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob146_fsm_serialdata,True,True,True,both_pass,38591,12606,0.023476,0:00:56.045430,6492,4330,0.006711,0:00:27.832128,{},{},{}
Prob147_circuit10,True,False,False,both_fail,55764,12787,0.027137,0:01:16.723005,46599,8768,0.020280,0:00:47.018213,"{""logic"": 4}",{},"{""logic"": 3}"
Prob148_2013_q2afsm,True,True,True,both_pass,14507,6725,0.011308,0:00:51.453732,44335,10704,0.022247,0:01:01.001286,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob149_ece241_2013_q4,True,False,False,both_fail,66454,18178,0.036013,0:01:35.924110,54230,14108,0.028481,0:01:08.812699,"{""syntax"": 4}",{},"{""syntax"": 3}"
Prob150_review2015_fsmonehot,False,False,False,both_fail,25211,12279,0.020391,0:01:15.526729,25211,12280,0.020392,0:01:14.069997,{},{},{}
Prob151_review2015_fsm,True,True,False,mage_only_pass,46768,13886,0.026711,0:01:01.352371,58709,13843,0.029046,0:01:06.882199,"{""logic"": 4}",{},"{""logic"": 3}"
Prob152_lemmings3,False,True,False,mage_only_pass,38084,15533,0.027033,0:01:39.475607,23972,12280,0.020144,0:01:18.135128,{},{},{}
Prob153_gshare,False,False,False,both_fail,25181,12280,0.020386,0:01:16.500370,25181,12279,0.020385,0:01:21.196012,{},{},{}
Prob154_fsm_ps2data,True,True,True,both_pass,35187,9731,0.019201,0:00:47.690409,7752,3492,0.005915,0:00:23.565859,{},{},{}
Prob155_lemmings4,False,False,False,both_fail,27153,12279,0.020779,0:01:26.203515,27153,12278,0.020778,0:01:15.230515,{},{},{}
Prob156_review2015_fancytimer,False,False,False,both_fail,31350,12127,0.021429,0:01:19.047349,57520,19875,0.036348,0:01:28.965577,"{""syntax"": 4}",{},"{""syntax"": 3}"
